claim,label
314,"Indonesia coronavirus cases top 2,000 amid concerns over data.",TRUE
315,"Taiwan reports six new coronavirus cases in largest single-day rise, all imported.",TRUE
316,Russian regions join coronavirus lockdown as toll rises.,TRUE
317,"”If you line up all the countries that have done (Covid-19) testing on a per-capita basis, we’re at the bottom of the list.”",FALSE
318,Iran to use 20% of state budget to fight coronavirus.,TRUE
319,Netanyahu threatens Israeli lockdown orders in coronavirus crisis.,TRUE
320,"Mexico, former swine flu hub, tests nerves with coronavirus strategy.",TRUE
321,"UAE cancels events, flights as central bank announces coronavirus fiscal plan.",TRUE
322,"Somali doctor, veteran of many battles, girds for war with coronavirus.",TRUE
323,"New York sees glimmer of progress against coronavirus, New Orleans worsens.",TRUE
324,Spain lauds the medics on the front line of coronavirus crisis.,TRUE
325,"Facebook post Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees.",FALSE
326,Individual U.S. states would be legally authorized to impose criminal penalties on individuals who refused to undergo a mandatory COVID-19 vaccination.,TRUE
327,Chris Larson Says the April 22 jump in COVID-19 cases was related to the election.,FALSE
328,Myanmar reports first cases of coronavirus.,TRUE
329,Study estimates 2.8% coronavirus infection rate for Indiana.,TRUE
330,"China reports 27 new coronavirus cases, death toll at 4,632 after data revisions.",TRUE
331,“Sunlight actually can kill the (novel coronavirus.)”,FALSE
332,“Anybody that wants a test (for the coronavirus) can get a test.”,FALSE
333,"Pentagon eyes Chicago, Michigan, Florida, Louisiana as coronavirus spreads.",TRUE
334,Pakistan's first coronavirus death exposes nation's vulnerability.,TRUE
335,"""Richard Rose of Port Clinton, Ohio died of COVID-19 after earlier vowing not to buy a face mask and dismissing advice to use face masks as """"hype.""",TRUE
336,"Wish.com ships all products from Wuhan, China, and Wish.com products might cause you to contract coronavirus.",mixture
337,Coronavirus forces states to order nearly one in three Americans to stay home.,TRUE
338,"""A chart titled """"Major Events in USA History that Cause Major Death Tolls and 2019 Data"""" provides figures about COVID-19 deaths that are accurate as of May 23 2020.""",mixture
339,"In July 2020, U.S. President Donald Trump's administration established new guidelines for hospitals to report COVID-19 patient information that eliminates the Centers for Disease Control and Prevention (CDC) as the leader of data collection.",TRUE
340,“Covid-19 is NOT killing people. Weak immune systems and bad doctors are.”,FALSE
341,China sees drop in imported coronavirus cases but local infections rise.,TRUE
342,Getinge to ramp up ventilator production capacity by 160% due to coronavirus.,TRUE
343,"Italian coronavirus deaths jump, dashing hopes that worst was over.",TRUE
344,John Cornyn Says “no one under the age of 20 has died of the coronavirus. We still don’t know whether children can get it and transmit it to others.”,FALSE
345,The CDC recommends that only people with COVID-19 symptoms should wear masks.,FALSE
346,"New coronavirus cases in Italy fall to 25-day low, deaths rise by 604.",TRUE
347,“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,mixture
348,"Amid criticism, Macron vows to raise medical gear output to tackle coronavirus.",TRUE
349,A photograph shows the damage to a person's lung from the COVID-19 coronavirus disease.,TRUE
350,"""In September 2020, the CDC added and then removed """"airborne transmission"""" as a way in which COVID-19 is likely to spread.""",TRUE
351,"Hand sanitizer, in wider use during a coronavirus pandemic, is fatal to dogs and other pets because it contains the same ingredients as antifreeze.",FALSE
352,Why is New Orleans' coronavirus death rate twice New York's? Obesity is a factor.,TRUE
353,"“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips, the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”",FALSE
354,"For younger people, seasonal flu is “in many cases” a deadlier virus than COVID-19",TRUE
355,France toughens lockdown penalties as coronavirus kills medic.,TRUE
356,"Trump declares coronavirus national emergency, says he will most likely be tested.",TRUE
357,U.S. Surgeon General Jerome Adams has said that the general public should not wear or buy masks to protect against the spread of the COVID-19 coronavirus disease.,mixture
358,Washington state confirms second U.S. coronavirus death; New York reports first case.,TRUE
359,"Italy's daily coronavirus death toll falls, but new cases accelerate.",TRUE
360,India set to ship drug sought by Trump for coronavirus.,TRUE
361,"“In Chicago, Covid-19 actually LOWERED the death rate.”",FALSE
362,"""The Simpsons"""" TV show predicted the 2020 new coronavirus outbreak in a 1993 episode. """,FALSE
363,"In Singapore, migrant coronavirus cases highlight containment weak link.",TRUE
364,"“The CDC issued its first warning on Jan 8. Trump held campaign rallies on Jan 9, Jan 14, Jan 28, Jan 30, Feb 10, Feb 19, Feb 20, Feb 21, & Feb 28. He golfed on Jan 18, Jan 19, Feb 1, Feb 15, Mar 7, Mar 8. The first time he admitted the coronavirus might be a problem was Mar 13.”",mixture
365,"In February 2020, U.S. President Donald Trump enforced a complete ban on travel from mainland China, a signature policy move that helped save many lives from the spread of COVID-19 in the U.S.",mixture
366,"""U.S. President Donald Trump said he """"tested very positively"""" for COVID-19, meaning his test results came back negative, and he did not have the coronavirus disease.""",TRUE
367,"China sees rise in asymptomatic coronavirus cases, to tighten controls at land borders.",TRUE
368,Tokyo coronavirus cases jump in record daily rise: NHK.,TRUE
369,McDonald's is giving free lunches to school-age children during the COVID-19 pandemic.,mixture
370,A motorcyclist killed in a crash in Florida in 2020 was listed as a COVID-19 death.,mixture
371,"Thailand reports 30 new coronavirus cases, two new deaths.",TRUE
372,“Florida hospital reports a coronavirus ‘infestation’ with multiple confirmed patients.”,FALSE
373,“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,FALSE
374,There were no Covid-19 deaths in Ireland in August.,FALSE
375,"There are four young people with no underlying illnesses in an intensive care unit in Cork due to Covid-19, who had all been taking anti-inflammatory drugs.",FALSE
376,"The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",FALSE
377,"Nancy Pelosi visited Wuhan, China, in November 2019, just a month before the COVID-19 outbreak there.",FALSE
378,“FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.”,FALSE
379,A form of therapy involving nebulized hydrogen peroxide can prevent the user from contracting COVID-19.,FALSE
380,NIAID Director Dr. Anthony Fauci criticized the Trump administration's decision to impose travel restrictions on China to stem the spread of COVID-19.,FALSE
381,YouTube videos Says the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus.,FALSE
382,A full 38 percent of Americans won't drink Corona beer under any circumstances in February 2020 because they fear coronavirus.,mixture
383,Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,TRUE
384,"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.",FALSE
385,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",FALSE
386,"Air pollution clears in northern Italy after coronavirus lockdown, satellite shows.",TRUE
387,Viral image Says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers.,FALSE
388,"""U.S. President Donald Trump's diagnosis with COVID-19 spurred the launch of """"doomsday planes."""" """,FALSE
389,A Missouri school district asked parents to sign a COVID-19 liability waiver in advance of the 2020-2021 school year.,TRUE
390,A critically endangered Malabar civet was seen for the first time since the 1990s during a COVID-19 lockdown in India.,FALSE
391,Australian researchers map immune response to coronavirus.,TRUE
392,"""Jerome R. Corsi Says Dr. Anthony Fauci's name appears on """"4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”""",FALSE
393,“Almost 75 percent of the deaths from COVID-19 in the state of Texas are a result of people contracting COVID-19 who are age 65 and older.”,TRUE
394,"""Joseph Maldonado-Passage, better known as Joe Exotic of """"Tiger King,"""" has COVID-19 coronavirus disease.""",FALSE
395,U.S. official urges China to allow direct work with Wuhan labs on coronavirus.,TRUE
396,Mexico government urges public to keep distance over coronavirus; president embraces crowds.,TRUE
397,"Jared Kushner’s brother, Joshua Kushner, owns a company involved in COVID-19 testing.",mixture
398,"""Carsyn Leigh Davis died of COVID-19 shortly after attending a """"COVID party"""" at her youth church. """,mixture
399,Italy has become the first country in the world to conduct a post-mortem on a Covid-19 patient.,FALSE
400,"The CDC “adjusted the US Covid deaths from 153,504 to 9,210.”",FALSE
401,All seven patients who were getting treated for Covid-19 at Safdarjung hospital in New Delhi have recovered.,TRUE
402,"“Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.”",mixture
403,'Don't go to the ER': how a New York pediatrician is dealing with the coronavirus outbreak.,TRUE
404,Ukrainian doctors fly to Italy to help combat coronavirus.,TRUE
405,Spain's daily coronavirus deaths decline as testing increases.,TRUE
406,"""New York City is planning mass graves (or """"temporary mass graves"""") for COVID-19 victims in Central Park (and other public parks.)""",TRUE
407,A photograph shows protest signs carried by demonstrators calling for the loosening of COVID-19 social-distancing restrictions.,FALSE
408,New York hospitalizations fall for first time in coronavirus pandemic: governor.,TRUE
409,"Iran records 4,585 coronavirus deaths as restrictions eased.",TRUE
410,"Taiwan to push social distancing in coronavirus fight, but no fines yet.",TRUE
411,"Putin orders daily coronavirus projections as Russia's tally nears 37,000.",TRUE
412,"A new strain of the coronavirus SARS-CoV-2, D614, is ten times more infectious than the predominant strain and discovered in Malaysia in August 2020.",mixture
413,"The symptoms of Covid-19 are that it first infects the throat, so you’ll have a sore throat lasting 3 or 4 days. The virus then blends into nasal fluid that enters the trachea and then the lungs causing pneumonia. This takes about 5 or 6 days. With pneumonia comes high fever and difficulty breathing",unproven
414,"“President Trump, COVID-19 coronavirus: U.S. cases 1,329; U.S. deaths, 38; panic level: mass hysteria. President Obama, H1N1 virus: U.S. cases, 60.8 million; U.S. deaths, 12,469; panic level: totally chill. Do you all see how the media can manipulate your life.”",FALSE
415,We’ve still had more deaths to the flu this year than we've had COVID-19.,FALSE
416,Facebook post Says to leave objects in the sun to avoid contracting the coronavirus.,FALSE
417,"A video demonstrates there have been exponentially more cases of new coronavirus than other diseases such as SARS, MERS, Ebola, and swine flu. ",mixture
418,Italy disobeyed world health law from the WHO saying not to carry out autopsies on Covid-19 patients.,FALSE
419,Puerto Rico discovers protective supply cache amid COVID-19.,TRUE
420,India proposes regional fund to fight coronavirus as cases exceed 100.,TRUE
421,Researchers at the Erasmus Medical Center claim to have found an antibody against coronavirus.,TRUE
422,Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,FALSE
423,"""Wrong"""" COVID-19 case count by Orlando Health """"explains the 'outbreak' in Florida.""",FALSE
424,“Bill Gates admits his COVID-19 vaccine might kill nearly 1 million people.”,FALSE
425,"Those $1200 coronavirus/COVID-19 stimulus payments aren't a grant from the government, they're an advance on your 2020 tax refund or a loan you'll have to repay the IRS.",unproven
426,Facebook post Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,FALSE
427,"""The recommendation to wear masks to prevent COVID-19 has been """"debunked.""",FALSE
428,Lockdowns should be lifted in two-week stages to stem COVID-19 spread: WHO.,TRUE
429,"Protective gear, cellphone, video chats: How America's clergy minister to COVID-19 patients.",TRUE
430,“American coronavirus vaccine killed five Ukrainians.”,FALSE
431,Detroit mayor sounds statewide alarm as coronavirus cases surge.,TRUE
432,Images show mass graves being dug in New York to bury victims of the COVID-19 coronavirus disease pandemic in 2020.,TRUE
433,"Iran coronavirus death toll reaches 26, many Friday prayers canceled.",TRUE
434,"""Close-up of U.S. President Donald Trump's coronavirus prepared remarks show he crossed out """"corona"""" in """"coronavirus,"""" writing """"Chinese"""" in its place.""",TRUE
435,"Moscow, in U-turn, to assume all pneumonia patients may have coronavirus.",TRUE
436,The phone number 1-866-211-9966 connects callers with the United Way's COVID-19 Community Economic Relief Fund.,mixture
437,"Covid-19 starts with a sore throat lasting 3-4 days. It then blends into a nasal fluid that enters the trachea and the lungs, causing pneumonia, which takes about 5 or 6 days. With pneumonia comes high fever and difficulty breathing. The nasal congestion makes you feel like you’re drowning.",unproven
438,“It’s not the coronavirus that’s killing people. It is the economy.”,FALSE
439,Viral image Says the 2008 book “End of Days” predicted the current coronavirus outbreak.,FALSE
440,"Shut by COVID-19, Wyoming ski hill to reopen for summer.",TRUE
441,"""Garbage Pail Kids' """"Corona Mona"""" predicted the coronavirus/COVID-19 pandemic.""",FALSE
442,Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,FALSE
443,58% of coronavirus deaths in Scotland are from care facilities.,FALSE
444,South Africa prepares quarantine sites as coronavirus cases rise to 709.,TRUE
445,Facebook post Says the current survival rate for COVID-19 in the U.S. is “98.54%”,mixture
446,"On Sept. 18, 2020, Twitter user @JohnCammo predicted that U.S. President Donald Trump would announce in October that he had tested positive for COVID-19.",TRUE
447,"EMS workers in New York City and on Long Island are receiving binding orders not to transport patients in cardiac arrest or those they are unable to resuscitate outside the hospital during the COVID-19 pandemic, effective as of April 2 2020.",unproven
448,Covid-19 patients have been misdiagnosed as having pneumonia when they actually have a blood clotting condition called disseminated intravascular coagulation.,FALSE
449,Viral image Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.,FALSE
450,Indonesia transport minister confirmed to have coronavirus as cases climb.,TRUE
451,The media “pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.,FALSE
452,"U.S. judges stop Texas, Ohio, Alabama from curbing abortions during coronavirus crisis.",TRUE
453,"Cairo, the city that never sleeps, shuts for coronavirus night-time curfew.",TRUE
454,India charges Muslim leader with culpable homicide for coronavirus surge.,TRUE
455,Our (COVID-19) numbers are better than almost all countries.,FALSE
456,Some Kenyan nurses refuse coronavirus patients in protest over shortages: union.,TRUE
457,"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",FALSE
458,Covid-19 is now the leading cause of death in the United States.,mixture
459,Europe is epicenter of coronavirus pandemic: WHO.,TRUE
460,Mass COVID-19 testing underway at stricken Belgian care homes.,TRUE
461,"U.S. companies, labs rush to produce blood test for coronavirus immunity.",TRUE
462,"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",FALSE
463,"U.S., European health agencies to partner drugmakers in coronavirus fight.",TRUE
464,"Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money.",FALSE
465,"Almost 200 people in Italy died from the coronavirus in a 24-hour period between March 11 and 12, 2020.",TRUE
466,"Despite coronavirus, Americans fight for their right to a birthday party.",TRUE
467,Staff at Gold Coast Hospital in Australia rolled in a Wilson volleyball to keep Tom Hanks company in quarantine after he was diagnosed with the coronavirus. ,FALSE
468,Images show COVID-19 victims being buried in mass graves in New York City.,TRUE
469,There is no proof social distancing is an effective measure to stop the spread of novel coronavirus or COVID-19.,FALSE
470,Gilead puts emergency access to experimental coronavirus drug on hold amid surging demand.,TRUE
471,Singapore reports 942 new COVID-19 cases in record daily jump.,TRUE
472,More than two million COVID-19 cases now reported worldwide: Reuters tally.,TRUE
473,H.R. 6666 provides $100 billion to entities that perform COVID-19 testing but prohibits them from allowing any non-vaccinated persons into their facilities.,mixture
474,"Coronavirus causes historic market drop, global scramble to contain 'invisible enemy'.",TRUE
475,Swiss government expands powers to force firms to make supplies to fight COVID-19.,TRUE
476,"Some plateauing of London coronavirus outbreak, UK says.",TRUE
477,'Delivering coffins non-stop': coronavirus stalks a Paris nursing home.,TRUE
478,South Africa braces for lockdown as coronavirus cases spike to 554.,TRUE
479,London can host 2020 Games if moved over coronavirus - mayor candidate.,TRUE
480,Palestinians report first death from coronavirus.,TRUE
481,Singapore confirms 386 more cases of coronavirus in biggest daily jump.,TRUE
482,Drinking hot water with lemons will cure or prevent COVID-19; drinking hot water with lemons and sodium bicarbonate will “alkalize the immune system” and cure or prevent COVID-19.,FALSE
483,"""The COVID-19 Testing, Reaching, And Contacting Everyone (TRACE) Act, or H.R. 6666, would authorize federally administered COVID-19 testing groups to enter American homes and force testing against residents' will, and then """"take"""" those who test positive to quarantine sites.""",FALSE
484,Facebook post Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,FALSE
485,Synairgen gets green light for coronavirus drug trial.,TRUE
486,"""Facebook post Says the 2019 coronavirus """"causes sudden death syndrome.""",FALSE
487,Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,TRUE
488,Chinese report says illnesses may be from new coronavirus.,TRUE
489,Australia to retain coronavirus curbs for at least another four weeks.,TRUE
490,UK coronavirus death toll could be far higher than previously shown.,TRUE
491,"""Texas Gov. Greg Abbott said in a phone call that """"reopening"""" his state would be accompanied by an increase in COVID-19 cases.""",TRUE
492,"""In regards to reopening the economy during the COVID-19 pandemic, the former CEO of Wells Fargo stated, """"We’ll gradually bring those people back and see what happens. Some of them will get sick, some may even die, I don’t know.""",TRUE
493,Coronavirus clue? Most cases aboard U.S. aircraft carrier are symptom-free.,TRUE
494,"Facebook post Says Herman Cain died of cancer, not COVID-19.",FALSE
495,Indian doctors evicted over coronavirus transmission fears: medical body.,TRUE
496,Videos show people collapsing on the street due to coronavirus. ,unproven
497,Indonesia reports most coronavirus cases in Southeast Asia.,TRUE
498,“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”,FALSE
499,“The CDC just confirmed a 0.2% death-rate for COVID19.”,FALSE
500,"Heroic nurses need full protection against coronavirus, association says.",TRUE
501,Coronavirus can spread one to three days before symptoms appear: CDC study.,TRUE
502,A school district in Utah included a template letter to send home if a student or staff member died after reopening amid the COVID-19 pandemic.,mixture
503,"""A """"March to End COVID-19"""" was held in Cleveland, Ohio.""",FALSE
504,Facebook post Says President Donald Trump is selling coronavirus-themed commemorative coins through the White House Gift Shop.,FALSE
505,212 at Nebraska meat plant test positive for COVID-19.,TRUE
506,"If someone with the new coronavirus sneezes, it travels about 10 feet before it drops to the ground and is no longer airborne.",unproven
507,Spain acts to prevent layoffs as rising coronavirus death toll stabilises.,TRUE
508,"In September 2020, Dr. Li-Meng Yan, a former post-doctoral student at Hong Kong University, appeared In multiple televised interviews claiming that she had proof SARS-CoV-2, the virus that causes COVID-19, was manufactured by the Chinese Communist Party in a Wuhan Lab.",TRUE
509,Miracle cures? UK investigators go after fake coronavirus medicines.,TRUE
510,Coronavirus cluster in Japan's Nagoya tied to elderly day care center.,TRUE
511,“There is no science or data to suggest that kids are at risk from COVID.”,FALSE
512,"The United States accounts for four percent of the world's population, and 25 percent of global COVID-19 deaths.",TRUE
513,“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,FALSE
514,Trump: 'Going to be a lot of death' in U.S. next week from coronavirus.,TRUE
515,Thirteen Felician sisters from one convent died from COVID-19.,TRUE
516,"'Sailors do not need to die,' warns captain of coronavirus-hit U.S. aircraft carrier.",TRUE
517,"""Blogger Says China """"stole Coronavirus from Canada and weaponized it into a Bioweapon.""",FALSE
518,"Hungary prolongs coronavirus lockdown indefinitely as infections near 1,000.",TRUE
519,A photo shows two Italian nurses in a hospital a few days before they got COVID-19 and died.,FALSE
520,“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,FALSE
521,Facebook post Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,FALSE
522,Amazon solicited donations from the public to pay sick leave to contractors and seasonal workers during the COVID-19 pandemic.,TRUE
523,"""An image """"they"""" keep removing from social media proves a """"canine coronavirus vaccine"""" existed in 2001, and public health officials are lying about there being no vaccine for COVID-19.""",FALSE
524,AP-NORC poll: Majority disapprove of coronavirus protests.,TRUE
525,White House touts coronavirus testing capacity in face of criticism.,TRUE
526,Trump administration seeks $2.5 billion in funds to fight coronavirus.,TRUE
527,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,FALSE
528,EU opens probe into fake coronavirus-related products.,TRUE
529,Coronavirus could cause upheaval across Middle East - Red Cross.,TRUE
530,Poland expects sharp rise in coronavirus cases.,TRUE
531,Swiss tap pharmaceutical reserves as coronavirus deaths rise.,TRUE
532,Number of coronavirus intensive care patients in Italy drops for first time.,TRUE
534,"A reported .04 percent death rate for COVID-19 is inaccurate, and a death rate cannot be calculated by dividing the number of deaths by a country's population size.",mixture
535,Explainer: Do men fare worse with COVID-19?.,TRUE
536,"On July 7 2020, new cases of coronavirus numbered 298 in Germany, 10 in Denmark, 11 in Norway, 57 in Sweden, and 55,442 in the United States.",unproven
537,A photograph shows a railroad tank car identified as carrying 'COVID-19.',FALSE
538,"In run-down Caracas institute, Venezuela's coronavirus testing falters.",TRUE
539,Plasma from newly recovered patients from Covid -19 can treat others infected by Covid-19.,TRUE
540,"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",FALSE
541,"In response to a question in a July 2020 CNN interview about what would happen if a COVID-19 outbreak occurred in schools, U.S. Education Secretary Betsy DeVos said, “You can’t plan for something that hasn’t happened yet.”",FALSE
542,"Under the mayor’s COVID-19 order, Kansas City “churchgoers must register with the government.”",FALSE
543,A common cold can cause a positive COVID-19 test.,FALSE
544,“You’re more likely to die of influenza right now” than the 2019 coronavirus.,mixture
545,Northern Ireland coronavirus restrictions extended by three weeks.,TRUE
546,Who the hell tries to slip taxpayer funded abortion funding into a #Coronavirus bill? That is just sick Nancy and the Dems,FALSE
547,"Quotes President Donald Trump as saying, “Everybody says I’ve done a tremendous job with COVID… I think a little gratitude would be nice. Maybe a big ‘Thank you Mr. President’ is called for.”",FALSE
548,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,TRUE
549,Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.”,FALSE
550,A photograph shows a customer shopping at a grocery store during the COVID-19 coronavirus disease pandemic wearing a Ku Klux Klan-like hood over his head.,TRUE
551,"“Some states, like Montana and Nebraska, are getting more than $300,000 in federal stimulus money per reported COVID-19 case. New York is the hardest-hit state and yet we are getting only about $12,000 per case.”",TRUE
552,"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that's why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",FALSE
553,A sprawling conspiracy theory proves numerous individuals and organizations schemed to promote the drug Remdesivir as a COVID-19 treatment over the purportedly highly effective Hydroxychloroquine.,FALSE
554,Coronavirus pandemic leads big drugmakers to hit pause on clinical trials.,TRUE
555,Animated GIF accurately shows a massive spike in jobless claims and unemployment during the COVID-19 pandemic in 2020.,mixture
556,"""Turning Point USA Says Nevada Gov. Steve Sisolak """"has banned the use of an anti-malaria drug that might help cure coronavirus.”""",FALSE
557,"""Coronavirus patients are being """"cremated alive"""" in China.""",FALSE
558,“Three Chinese nationals were apprehended trying to cross our Southern border illegally. Each had flu-like symptoms. Border Patrol quickly quarantined them and assessed any threat of coronavirus.”,TRUE
559,Beware second waves of COVID-19 if lockdowns eased early: study.,TRUE
560,"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",mixture
561,"Samaritan's Purse, a non-profit headed by anti-LGBTQ evangelical Christian Franklin Graham, is providing care to COVID-19 patients in New York City.",mixture
562,“Everyone is only dying of coronavirus now.”,FALSE
563,Too much focus on hospitals in Europe's coronavirus fight - MSF.,TRUE
564,Chile plans 'release certificates' for recovered coronavirus patients.,TRUE
565,Explainer: China's symptom-free coronavirus carriers raise fears of new wave of infections.,TRUE
566,"An image went viral during the COVID-19 pandemic in 2020, showing a family with their masked cat in a portrait taken amidst the 1918 Spanish Flu pandemic.",TRUE
567,"Tulsa County's first positive Covid-19 case has recovered. This individual has had two negative tests, which is the indicator of recovery.",TRUE
568,"""A photograph shows a """"Your Health Is Not More Important Than My Liberties!"""" message displayed on an automobile window at a protest calling for the loosening of COVID-19 social-distancing restrictions.""",TRUE
569,Australia widens coronavirus testing as death toll rises.,TRUE
570,Minnesota eases restrictions; honors victims of COVID-19.,TRUE
571,Images show the Spanish Army in the process of locking the country down to prevent the spread of coronavirus strain COVID-19.,mixture
572,"Washington, D.C. needs 3,600 hospital beds for coronavirus peak: mayor.",TRUE
573,"U.S. death toll from coronavirus hits 19, New York declares emergency.",TRUE
574,U.S. President Donald Trump tried to deflect attention from his response to the COVID-19 coronavirus pandemic by repeatedly comparing it to President Barack Obama's handling of the H1N1 pandemic.,TRUE
575,"Retired doctors, medics abroad answer coronavirus calls.",TRUE
576,Models projecting COVID-19 deaths “are talking about without mitigation.”,FALSE
577,“3.8% of Wisconsin’s coronavirus funding has been spent.”,mixture
578,Coronavirus pneumonia is a dry cough with no runny nose.,FALSE
579,WHO warns of global shortage of medical equipment to fight coronavirus.,TRUE
580,Thailand reports 32 new coronavirus cases in biggest single-day rise.,TRUE
581,"Ventura County, California officials said they will remove children from the homes of COVID-19 positive parents.",FALSE
582,"""U.S. President Donald Trump praised China for its """"transparency"""" in handling the coronavirus outbreak, then later criticized the World Health Organization for doing the same.""",TRUE
583,St. Louis Archdiocese closes 3 schools because of COVID-19.,TRUE
584,"Covid-19 is not a virus, but a bacterium being amplified by 5G which causes inflammation and hypoxia.",FALSE
585,"Trump curbs travel from Europe as coronavirus disrupts schools, sports.",TRUE
586,"Four more African nations confirm coronavirus, new controls put in place.",TRUE
587,"COVID-19 vaccine hunt heats up globally, still no guarantee .",TRUE
588,“First volunteer in UK coronavirus vaccine trial has died.”,FALSE
589,"U.S. citizens married to immigrants will not receive stimulus checks via the March 2020 Coronavirus Aid, Relief, and Economic Security (CARES) Act.",mixture
590,U.S. coronavirus deaths increase by record amount for second straight day: Reuters tally.,TRUE
591,"Facebook post Says all Vegas hotels but Trump’s have donated food, rooms in COVID response.",FALSE
592,Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,TRUE
593,"UAE to boost strategic stockpile, waive visa fines over coronavirus.",TRUE
594,"Indonesia announces biggest daily rise in coronavirus cases, 24 doctors now dead.",TRUE
595,“Africans living in China now being forced to sleep outside in the cold” as “Chinese nationals blame them for the rising number of new coronavirus cases in the country.”,TRUE
596,"Brazil likely has 12 times more coronavirus cases than official count, study finds.",TRUE
597,“COVID literally stands for Chinese Originated Viral Infectious Disease.”,FALSE
598,Twitter user @into_the_brush provided an accurate account of attempting to be tested for novel coronavirus (COVID-19) in Seattle.,unproven
599,COVID-19 is “here to stay” and “we need to accept that and be prepared to deal with COVID long term.”,TRUE
600,Singapore's coronavirus struggle shows colossal task of global containment.,TRUE
601,China snake village scales down as coronavirus prompts wildlife trade ban.,TRUE
602,People with Covid-19 should take aspirin 100mg and Apronax or paracetamol.,FALSE
603,Gilead increases enrollment target for remdesivir trial in COVID-19 patients.,TRUE
604,"UK orders 10,000 ventilators from Dyson for coronavirus patients.",TRUE
605,"Coronavirus tests are unnecessarily invasive and uncomfortable, and could be accurately performed in the same way home DNA tests are executed.",FALSE
606,Donald Trump Says 99% of COVID-19 cases “are totally harmless.”,FALSE
607,"Schools, universities to stay shut as Italy coronavirus death toll rises.",TRUE
608,"Facebook post Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020",TRUE
609,"Louie Gohmert Says a powder has been developed that, when mixed with water, “is being used in Germany as a mist. Health care workers go through a misting tent going into the hospital and it kills the coronavirus completely dead not only right then, but any time in the next 14 days that the virus touches anything that’s been sprayed, it is killed.”",FALSE
610,"Ireland tightens coronavirus restrictions, boosts rescue package.",TRUE
611,"""The television show """"My Secret Terrius"""" predicted the 2020 COVID-19 outbreak. """,FALSE
612,The first cases of COVID-19 were reported in the United States and South Korea on the same day.,TRUE
613,"""On May 4, 2020, U.S. House Speaker Nancy Pelosi said she wants the federal government's next economic relief bill during the COVID-19 coronavirus pandemic to establish """"guaranteed minimum incomes"""" for """"illegal aliens.""",FALSE
614,"Cleveland Clinic developed a Covid-19 test that gives results in hours, not days.",TRUE
615,Blogger Says Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.”,FALSE
